geoid,ctblockgroup,centroid_lon,centroid_lat,medhinc_cy,avghinc_cy,gini_fy,totpop_cy,n01_bus,s23_emp,n37_sales
060730131041,131041,6306077.529162262,1803674.1015523584,41680,65777,46.2,1960,56.0,98.0,2134.0
060730131042,131042,6307138.559879794,1804709.2635650795,54771,79642,39.0,926,16.0,294.0,337.0
060730131043,131043,6307112.66388583,1802619.1777512194,65360,96949,34.6,1854,60.0,626.0,675.0
060730131044,131044,6305671.654260508,1804932.7619463915,65981,102078,41.4,1158,45.0,93.0,1180.0
060730132031,132031,6309677.074936063,1801217.8139652924,53945,106644,46.4,1210,78.0,210.0,10303.0
060730132032,132032,6310669.829457463,1802372.9016470017,47053,64118,33.1,957,62.0,165.0,5109.0
060730132033,132033,6312133.162401111,1802151.3439598375,45889,63624,36.1,1357,9.0,166.0,0.0
060730132034,132034,6311074.611300746,1801112.3153016875,47776,69265,37.4,1341,34.0,79.0,2078.0
060730132035,132035,6311478.538500763,1800075.7380522257,44449,55907,42.7,1511,24.0,14.0,2079.0
060730132041,132041,6309996.413731725,1798699.1929820748,55603,72903,34.5,1548,25.0,71.0,856.0
060730132042,132042,6311454.937797103,1798974.4468400127,52971,74547,43.8,1138,5.0,0.0,0.0
060730132043,132043,6311672.581101794,1797994.366082158,64447,78701,32.1,1658,53.0,70.0,1630.0
060730132051,132051,6305130.703195589,1797994.9980509267,62933,81288,40.0,2436,595.0,998.0,16350.0
060730132061,132061,6309071.716436402,1796966.4076310222,42348,54352,41.8,1868,97.0,137.0,2585.0
060730132062,132062,6306890.483615095,1801159.159677129,50891,57077,33.3,2288,29.0,67.0,1685.0
060730132063,132063,6308109.174455607,1800110.288930064,52231,64344,32.9,2802,55.0,149.0,4275.0
060730133011,133011,6314905.0503914775,1808442.3829827302,93163,127123,34.5,3001,25.0,69.0,0.0
060730133012,133012,6315073.442801953,1806753.8445454133,101152,113503,31.9,2200,26.0,85.0,0.0
060730133021,133021,6317265.810399883,1805280.9913443113,96281,108000,29.4,2269,16.0,11.0,0.0
060730133022,133022,6314435.983812326,1804169.872854985,82894,105615,31.5,2726,23.0,74.0,0.0
060730133031,133031,6313478.451125325,1800966.928689436,75000,96639,34.9,2670,14.0,17.0,0.0
060730133032,133032,6315699.714269988,1801636.7195578907,55646,65523,30.5,1087,18.0,183.0,450.0
060730133033,133033,6316773.170720498,1803261.244089858,94039,113270,31.6,1055,8.0,54.0,0.0
060730133061,133061,6318466.89962864,1798959.7126945015,96954,122130,33.6,2186,14.0,66.0,0.0
060730133062,133062,6318190.167303363,1801815.8990025693,83110,101228,35.3,2556,52.0,48.0,3371.0
060730133071,133071,6313717.067361468,1798330.7355635457,93781,102615,31.2,1734,29.0,137.0,1011.0
060730133072,133072,6315940.726146718,1798737.0898972724,91093,109729,31.9,2557,51.0,117.0,337.0
060730133081,133081,6318031.062003092,1795998.660066313,80365,85200,27.4,2335,49.0,63.0,2526.0
060730133082,133082,6314385.105961477,1796047.842904472,73445,87630,30.8,1578,148.0,158.0,2287.0
060730133091,133091,6318910.020532485,1808312.9708929728,109142,118606,28.6,1559,11.0,10.0,0.0
060730133092,133092,6321420.70764229,1807444.0657891172,107244,126038,31.6,1045,31.0,145.0,337.0
060730133093,133093,6319280.903109791,1805756.0476943979,119219,131625,26.0,1112,8.0,8.0,0.0
060730133094,133094,6320425.453591388,1802872.4041411688,114934,123826,19.3,1626,7.0,52.0,0.0
060730133095,133095,6321160.570378431,1805298.0024935105,113314,139872,25.9,1508,12.0,173.0,0.0
060730133121,133121,6320271.334230178,1799508.038149717,85944,99567,32.4,1726,4.0,45.0,0.0
060730133122,133122,6321202.056579033,1799001.9295272278,87136,96433,27.4,1038,9.0,24.0,0.0
060730133151,133151,6343456.461142945,1815753.5412025778,131277,133500,21.9,2312,15.0,11.0,0.0
060730133152,133152,6343124.235597366,1814339.8507557365,155569,188929,26.0,1063,8.0,50.0,0.0
060730133161,133161,6341973.205348801,1810041.0745046502,107661,124452,27.2,2306,12.0,16.0,0.0
060730133162,133162,6342200.05444469,1812367.4577029126,137488,162222,28.2,2131,119.0,499.0,12499.0
060730133163,133163,6343766.977866283,1811821.8166982592,183161,226312,22.1,2175,28.0,26.0,0.0
060730133164,133164,6340403.9613577165,1810990.0144752613,90467,113508,35.8,806,101.0,110.0,8925.0
060730133171,133171,6333267.598208832,1805257.287201345,120640,145963,23.9,6212,34.0,337.0,337.0
060730133172,133172,6337900.720800515,1803667.1150553387,126153,159164,28.7,4119,21.0,143.0,0.0
060730133173,133173,6331843.525028728,1799064.2257723752,151848,173549,23.3,9052,143.0,956.0,1853.0
060730133181,133181,6336752.151208843,1808070.227368757,138930,178599,23.4,2311,16.0,51.0,337.0
060730133182,133182,6337724.444170117,1806636.5664395147,142007,154568,23.3,2333,,,
060730133183,133183,6338388.549820133,1809110.886152184,107970,130258,24.4,2150,,,
060730133184,133184,6338911.391566628,1809863.084517517,151618,160707,20.6,1015,,,
060730133191,133191,6346265.277820175,1814241.8677549905,121125,160089,25.6,2309,,,
060730133192,133192,6344089.94964558,1803414.495955286,123546,160756,26.7,7300,,,
060730133201,133201,6351510.925574585,1808045.1992662747,116032,132503,23.4,2679,,,
060730133202,133202,6349347.576551029,1813032.7467854249,154107,181903,23.0,3000,,,
060730133203,133203,6349399.349265619,1802816.9721807977,102822,122039,24.0,920,,,
060730133211,133211,6343565.898689024,1805218.7345847506,108070,133686,37.2,1797,,,
060730133212,133212,6343117.935886337,1807634.7085538004,127546,171221,29.1,2569,,,
060730133213,133213,6344950.695310991,1806377.282775913,137587,172565,28.8,1158,,,
060730133214,133214,6345857.400819475,1808475.9691140347,145202,181353,25.1,2593,,,
060730133221,133221,6329962.97830005,1808270.591187934,142043,197362,27.1,1938,,,
060730133222,133222,6331869.027298309,1809187.8075347228,155533,190783,26.8,1482,,,
060730133223,133223,6333239.78530782,1811201.593206199,155879,195122,22.2,1098,,,
060730133231,133231,6337876.577017632,1811263.249048775,161665,183513,19.5,2585,,,
060730133232,133232,6335140.526899485,1812001.4172000198,79344,111486,33.5,1565,,,
060730133233,133233,6337834.094411453,1813470.1496678856,151135,194317,21.9,2202,,,
060730133241,133241,6335503.704369605,1809517.3823415206,107492,131933,26.9,2606,,,
060730133251,133251,6330893.4919063095,1806253.7576639296,106828,131715,26.2,1715,,,
060730133252,133252,6332069.994035211,1807329.3992854285,39824,54221,37.3,2168,,,
060730133253,133253,6333832.048658772,1808740.529621565,116096,144408,25.3,1691,,,
060730133261,133261,6324296.381034099,1803426.8186938015,173004,209590,20.5,2233,,,
060730133262,133262,6327862.301815471,1804872.2329179193,109992,144556,32.0,2179,,,
060730133271,133271,6326732.031949114,1806636.697487124,136445,141202,27.0,2412,,,
060730133272,133272,6323511.5247639045,1804998.3292174167,133279,121497,27.7,1508,,,
060730133273,133273,6323533.568477677,1806579.9874694322,104688,114995,33.2,1426,,,
060730134011,134011,6313190.25570881,1812848.2643610062,122740,142809,30.3,2303,,,
060730134012,134012,6313747.034553891,1810395.6731722334,93321,106340,35.8,2170,,,
060730134091,134091,6318222.813937525,1810551.7364948161,104428,123965,31.8,1345,,,
060730134092,134092,6318505.703827446,1811897.6484824372,85987,99444,31.6,2608,,,
060730134093,134093,6322472.827019151,1810161.8610849043,107499,153010,29.8,1697,,,
060730134111,134111,6325597.277869022,1819815.910349934,109792,151195,34.1,2139,,,
060730134112,134112,6326926.859569652,1822339.3609463363,136462,189315,27.2,1158,,,
060730134113,134113,6324993.083174106,1822590.295039623,128635,177417,28.0,857,,,
060730134114,134114,6329954.851980542,1820268.0329858847,138363,169305,24.2,1059,,,
060730134121,134121,6316583.839344555,1814922.8837528557,107491,134095,32.5,2412,,,
060730134122,134122,6315582.338958635,1816699.6359676584,87229,129023,35.9,1044,,,
060730134123,134123,6321235.04616191,1818161.3208940383,131841,196588,24.0,1706,,,
060730134141,134141,6328892.28254631,1810298.2527651857,140133,188220,24.5,2122,,,
060730134142,134142,6325953.591844619,1811099.1906983773,119007,159846,22.2,2104,,,
060730134143,134143,6328661.002872326,1812505.1475523822,157064,188926,22.3,1049,,,
060730134144,134144,6325425.648041846,1808732.7818383123,119272,139002,29.5,2067,,,
060730134151,134151,6331285.246367931,1812877.2857427374,117373,152663,28.4,1620,,,
060730134161,134161,6332097.290738076,1817376.0756508985,119292,145789,23.5,1703,,,
060730134162,134162,6333993.507176841,1814810.382285723,104719,140234,27.5,2163,,,
060730134171,134171,6335604.390146824,1820365.9038632745,138439,179256,24.7,1940,,,
060730134181,134181,6338252.512808465,1819155.3778103616,69152,83741,32.1,1186,,,
060730134182,134182,6337666.412183344,1817634.3232170215,108531,119955,23.5,2558,,,
060730134183,134183,6336086.127336156,1815899.7874785322,101361,133585,33.7,1079,,,
060730134184,134184,6338169.833968636,1815692.331353759,108202,172887,32.3,995,,,
060730134201,134201,6327843.73088585,1813924.3516567142,85745,106507,29.2,1457,,,
060730134202,134202,6323734.942076104,1813463.6503922055,135925,167155,24.8,2097,,,
060730134211,134211,6327684.782418305,1816771.1961203767,122254,154688,28.1,912,,,
060730134212,134212,6322242.019170391,1815181.4875271989,160938,199032,27.5,2216,,,
060730134213,134213,6329065.1085974015,1815232.9762386985,88171,96167,34.5,1484,,,
060730134221,134221,6329976.007322849,1823347.2509073284,47679,83766,47.2,993,,,
060730134222,134222,6329535.936542635,1824774.0450716126,147904,178870,23.0,1224,,,
060730134223,134223,6331381.552349529,1826568.1891084388,146389,182062,21.6,1723,,,
060730134231,134231,6337520.884727288,1823332.9835513078,119077,164534,30.4,2078,,,
060730134232,134232,6337173.401078535,1830690.9175526798,94014,143076,35.9,1800,,,
060730134241,134241,6341258.297262463,1820513.2802913312,146827,170947,23.6,2215,,,
060730134242,134242,6340596.612933855,1818345.4037802322,105636,110937,20.2,1143,,,
060730134243,134243,6344262.571601135,1818648.5231371825,122882,156562,29.6,2252,,,
060730134251,134251,6348435.661639002,1817926.2814122813,159334,202097,21.0,2202,,,
060730135031,135031,6335282.124738696,1849592.201994026,90601,108945,25.3,1572,,,
060730135032,135032,6337102.934899273,1851512.3604643028,57211,83270,39.5,2301,,,
060730135033,135033,6337775.964310772,1848233.5671151427,99854,127946,34.6,2238,,,
060730135041,135041,6337175.422437393,1841404.5364454214,110040,112355,28.0,863,,,
060730135042,135042,6335580.424905497,1846198.2804040483,84883,124818,34.7,831,,,
060730135043,135043,6338368.673809687,1844437.7491951077,118332,147733,28.2,2260,,,
060730135051,135051,6341216.011123692,1849462.6430308253,101658,131968,31.3,2801,,,
060730135052,135052,6343804.124651879,1849492.536071579,92367,103920,29.8,1418,,,
060730135053,135053,6341281.009966877,1846250.2353199234,83807,97245,30.6,1127,,,
060730135061,135061,6342189.716401349,1844885.6431504774,45474,82493,45.3,994,,,
060730135062,135062,6343823.147587694,1845893.878883847,113613,123273,29.4,1728,,,
060730135063,135063,6343529.038789059,1843007.1522158445,103828,131459,31.0,1503,,,
060730136011,136011,6339311.942330999,1856777.935831742,154488,188028,24.7,824,,,
060730136012,136012,6337043.654152749,1855105.2635007505,92795,139908,35.5,1912,,,
060730136013,136013,6340035.427533359,1853171.052120538,115668,152936,26.7,1642,,,
060730136014,136014,6335625.918248911,1853788.577673399,52337,66634,35.9,858,,,
060730136041,136041,6354820.029829503,1855745.1542519813,114185,146173,26.8,938,,,
060730136042,136042,6357472.24189647,1856588.5539095446,121918,127197,21.5,755,,,
060730136043,136043,6357580.946218596,1854008.9091261548,151940,179658,28.4,2440,,,
060730136044,136044,6354084.21226145,1852034.5576778664,80343,104158,29.1,1869,,,
060730136051,136051,6350399.981003376,1857134.1894841306,124758,171321,27.7,2835,,,
060730136052,136052,6345132.714469977,1856187.6547699296,200001,252698,19.5,1564,,,
060730136053,136053,6341803.607026969,1856161.9638730765,130906,164058,26.0,1430,,,
060730136071,136071,6343515.554247946,1852879.0435468042,59063,74684,34.8,788,,,
060730136072,136072,6347486.671938595,1851731.806978528,71737,100818,35.9,1710,,,
060730136081,136081,6351183.540369737,1854042.0995151557,107014,139051,27.9,2638,,,
060730136082,136082,6352070.791010229,1852206.0708194997,82614,132600,37.4,1373,,,
060730137011,137011,6334367.535126684,1855691.9519957025,106582,154105,34.5,1712,,,
060730137012,137012,6331740.810170578,1855763.3474593167,112616,139842,29.5,804,,,
060730137021,137021,6332448.273448919,1851541.171321291,98991,122244,30.0,2464,,,
060730137022,137022,6330478.544619677,1850511.420489686,60238,76502,32.3,1694,,,
060730137023,137023,6331958.487529652,1848366.1460523985,79722,106289,31.5,1298,,,
060730138011,138011,6329217.942006847,1854040.1614460382,85956,130245,36.9,2167,,,
060730138012,138012,6327663.391781478,1851673.9581657501,99135,124267,30.9,1052,,,
060730138013,138013,6327123.666122027,1850896.3106485247,62065,71160,33.5,1963,,,
060730138021,138021,6327799.982512364,1847149.3835359104,67315,89007,35.6,1901,,,
060730138022,138022,6327852.114123408,1848684.6362474111,59282,69243,30.9,1369,,,
060730139031,139031,6329354.604745616,1836891.987917037,60210,81204,37.5,1583,,,
060730139032,139032,6332918.8216510005,1835790.6697035588,106124,142197,31.0,2313,,,
060730139051,139051,6334288.126047765,1843928.8057992172,126622,144238,23.0,1973,,,
060730139052,139052,6332600.122494513,1841756.9340608392,83035,102697,25.0,1147,,,
060730139053,139053,6334245.148229252,1841895.7408174588,69388,102929,34.7,957,,,
060730139061,139061,6327342.426346206,1841736.6128502814,22296,54442,53.9,1077,,,
060730139062,139062,6329663.899950964,1846445.0850079155,84512,104839,34.0,2038,,,
060730139063,139063,6328006.330863211,1844195.2230725107,63695,96239,39.1,1853,,,
060730139071,139071,6329618.979518687,1841356.531871015,57049,83285,37.1,1363,,,
060730139072,139072,6330379.332344916,1843264.7997259228,54272,71250,41.9,2736,,,
060730139081,139081,6331098.20336826,1839451.2840191808,107885,105627,26.1,1238,,,
060730139082,139082,6328766.8670775825,1839369.8532283946,81083,91946,33.8,2679,,,
060730139091,139091,6335388.771525336,1839708.4328185688,118397,171481,31.5,1745,,,
060730139092,139092,6333031.542504644,1839334.0750935322,83528,103006,32.6,2716,,,
060730140011,140011,6323314.449183705,1848332.3009724752,49370,82017,43.1,885,,,
060730140012,140012,6322720.422312155,1846431.0413331094,81841,89169,29.9,920,,,
060730140013,140013,6325187.161266097,1849598.9619652538,83209,113369,33.0,1567,,,
060730140014,140014,6322237.276996428,1848757.429726745,76228,95154,36.9,1432,,,
060730140021,140021,6324559.80994151,1842863.9616932466,84568,105416,32.5,1888,,,
060730140022,140022,6325277.695072044,1845429.1418729753,100378,109701,28.6,2390,,,
060730141011,141011,6321001.175518196,1845117.94085477,79229,122984,36.0,1965,,,
060730141012,141012,6320901.451519729,1843179.590777754,97699,111656,27.9,1873,,,
060730141021,141021,6318575.598944248,1841174.6766576672,91104,121240,29.7,2588,,,
060730141022,141022,6321747.432699502,1841949.7739282423,58026,97952,44.7,1178,,,
060730142001,142001,6316736.9397814,1845975.5932363984,107777,119963,26.0,2149,,,
060730142002,142002,6318992.180944665,1846005.5540328315,109357,138222,26.2,1470,,,
060730142003,142003,6317232.025806261,1842974.8664359995,88060,98022,29.4,2223,,,
060730142004,142004,6319346.295569422,1847590.2737419913,83642,83592,24.9,1198,,,
060730143001,143001,6317390.517149668,1849031.4667781044,77137,83066,28.2,2591,,,
060730143002,143002,6320555.050952553,1849197.7490124675,79942,86701,32.7,1323,,,
060730144001,144001,6323023.366809259,1851640.4071739046,38262,51707,43.8,2437,,,
060730144002,144002,6317615.621003611,1850707.3921909293,34296,52094,42.2,1826,,,
060730145001,145001,6318578.622419739,1853417.549088757,89019,122578,33.4,1405,,,
060730145002,145002,6316835.3295602845,1852602.9779042802,64202,81398,38.5,1737,,,
060730145003,145003,6316843.460753899,1854532.7684499787,71106,110294,35.5,931,,,
060730146011,146011,6320453.535230059,1855922.4561572666,58016,78506,38.9,2310,,,
060730146012,146012,6321798.566834701,1855810.384195965,105998,117523,26.2,571,,,
060730146013,146013,6323202.041939971,1859212.945969052,43085,76497,48.7,1992,,,
060730146021,146021,6323927.899115865,1857059.6861193625,94309,142036,34.9,1607,,,
060730146022,146022,6325389.3367230045,1854828.05466708,105805,114440,23.7,1415,,,
060730146023,146023,6322114.453524332,1853841.8214378948,138486,167471,25.0,1904,,,
060730147011,147011,6319818.343567912,1859240.3663233684,72090,88154,39.6,1607,,,
060730147012,147012,6321283.281023878,1858976.519079714,95301,121207,32.3,950,,,
060730147013,147013,6318386.218754484,1858385.4395401324,111077,157420,32.4,1528,,,
060730147021,147021,6318496.662178736,1856579.3081069677,99446,109875,26.7,1683,,,
060730147022,147022,6316013.452717997,1857578.273228129,79110,95958,34.0,2532,,,
060730148031,148031,6324466.64818038,1865483.2021225307,61252,88856,40.7,1989,,,
060730148032,148032,6322626.162762103,1864717.4141919112,78283,95767,29.6,1796,,,
060730148033,148033,6324529.544105262,1862545.5977467457,48935,66640,40.5,1233,,,
060730148041,148041,6322914.494529051,1867741.9734196297,118206,136313,20.8,1028,,,
060730148042,148042,6320019.669883885,1865351.7406249074,58966,92289,46.7,1158,,,
060730148043,148043,6320915.335676281,1867093.12540028,83883,155162,38.5,1491,,,
060730148044,148044,6322491.259839426,1866493.0355334196,50000,80781,46.0,941,,,
060730148051,148051,6321669.735034235,1863247.9171193345,89307,87734,21.2,1178,,,
060730148052,148052,6320300.390819653,1863059.2595570702,69850,89639,32.2,2168,,,
060730148053,148053,6317657.940795575,1863367.4414630698,73111,83541,36.2,1792,,,
060730148061,148061,6320008.931369509,1860859.7635218534,54070,66222,38.7,1278,,,
060730148062,148062,6320364.924302222,1861476.7872046633,76816,113068,38.2,1371,,,
060730149011,149011,6329060.40100091,1859229.0568544343,109282,173649,33.8,1001,,,
060730149012,149012,6327377.564441972,1856509.623304519,66121,97697,37.4,2170,,,
060730149013,149013,6327662.462626426,1858226.1102216397,107481,147556,36.0,1536,,,
060730149021,149021,6329900.3708973145,1861409.0482484566,61118,82132,38.4,730,,,
060730149022,149022,6327681.170473373,1860930.5511739308,70936,85008,37.1,1861,,,
060730149023,149023,6326300.96840477,1861079.9433922847,96705,114469,30.9,1045,,,
060730150011,150011,6328882.064146192,1867531.9175567236,90858,134351,39.6,1787,,,
060730150012,150012,6326013.042711527,1865570.5791258202,76745,128189,36.1,1558,,,
060730150013,150013,6326264.441518207,1867612.8908742177,105646,137354,31.9,889,,,
060730150021,150021,6330664.697977453,1865305.0432329944,58671,69670,28.3,1314,,,
060730150022,150022,6328038.558163572,1864236.0922662457,50538,72450,40.1,1145,,,
060730151001,151001,6333617.108975596,1869075.482374692,108440,140155,28.0,1143,,,
060730151002,151002,6333890.838383669,1866818.6835825627,92326,121889,30.2,1642,,,
060730151003,151003,6332624.274456991,1865753.7577568472,68340,121742,40.7,990,,,
060730151004,151004,6331159.215187304,1868460.1490171666,87898,100083,30.4,1203,,,
060730152001,152001,6336252.698867967,1859747.3728039658,150273,206815,24.8,1179,,,
060730152002,152002,6331772.633037605,1858686.800183081,110845,134611,29.4,1005,,,
060730152003,152003,6331501.142538318,1862070.2435412747,160731,224298,20.6,897,,,
060730152004,152004,6334328.291922867,1862402.3544671405,155308,232936,24.2,836,,,
060730153011,153011,6344632.732763929,1865646.806494764,102252,98013,24.1,1463,,,
060730153012,153012,6343382.019251575,1865949.1089354986,57206,110257,46.9,2029,,,
060730153021,153021,6340287.807719849,1861353.7579656793,161253,217239,24.2,1301,,,
060730153022,153022,6338875.4360748585,1863666.4059208261,104444,122744,29.4,1635,,,
060730153023,153023,6342332.538384026,1863368.7781744045,83343,145385,37.1,1627,,,
060730154031,154031,6346488.118510804,1862377.5301518566,129400,182078,26.1,1343,,,
060730154032,154032,6346395.182962756,1859383.4718797584,188352,242169,21.7,1170,,,
060730154051,154051,6355452.543998275,1865293.9823196162,102538,122610,31.2,2484,,,
060730154052,154052,6357039.273973582,1863412.8823980233,147188,225638,21.7,1597,,,
060730154053,154053,6355942.144398682,1859769.5225492043,136359,187396,27.0,1910,,,
060730154061,154061,6362350.810663881,1861400.079411961,140147,238070,25.8,2481,,,
060730154071,154071,6347476.266344693,1865726.446162563,52734,62671,36.1,3001,,,
060730154072,154072,6345811.160124557,1865773.4278592777,58464,67132,32.1,1358,,,
060730154081,154081,6350611.809136169,1863311.7261881607,95802,163794,38.5,1517,,,
060730154082,154082,6351958.172397736,1865599.3482830145,85065,109696,31.2,2258,,,
060730155011,155011,6372903.183286627,1870000.8792041421,111402,144068,29.6,1050,,,
060730155012,155012,6369152.401520598,1873801.6620683158,106890,122647,28.9,1544,,,
060730155013,155013,6377156.528644217,1887830.314321806,92128,106961,33.3,1590,,,
060730155014,155014,6370876.969556842,1880045.0673087446,106252,140089,32.4,1202,,,
060730155021,155021,6383317.937764334,1869915.2293208754,120627,153143,30.4,1321,,,
060730155022,155022,6383713.5832811585,1883667.9855697479,113395,147300,31.6,1590,,,
060730156011,156011,6353112.543769528,1869933.0790034959,75813,121877,39.1,2486,,,
060730156012,156012,6354852.955501431,1867422.6953784055,98768,130228,30.8,2407,,,
060730156013,156013,6352917.3831084855,1868192.762493424,17787,49826,54.4,1384,,,
060730156021,156021,6360327.336840762,1868867.1393132212,148752,207335,27.5,1469,,,
060730156022,156022,6358625.705562439,1870982.2617458564,107220,144459,31.8,973,,,
060730157011,157011,6348904.207208487,1870669.5584062105,63032,66966,37.7,1356,,,
060730157012,157012,6347239.9970131125,1870685.3824301215,45656,56316,38.5,1991,,,
060730157013,157013,6349917.783393259,1870666.0149515665,21607,32463,40.5,1752,,,
060730157014,157014,6351061.864373219,1870868.3314033626,40874,44538,36.7,1307,,,
060730157041,157041,6351403.001755103,1868044.7717451234,61114,93517,43.6,2242,,,
060730157042,157042,6349328.638017244,1868392.7014293238,52776,67056,31.6,2284,,,
060730157051,157051,6346671.317770529,1868408.3112100405,40223,51594,37.9,2239,,,
060730157052,157052,6345829.814920635,1868419.15729877,48573,54386,43.4,2330,,,
060730157061,157061,6347649.250296592,1868403.4791801379,23603,40351,52.5,2428,,,
060730158011,158011,6344409.103313377,1870421.5372592087,38324,57622,49.6,2411,,,
060730158012,158012,6342098.749548638,1870568.8201375927,45914,59261,37.8,1557,,,
060730158021,158021,6344086.893994011,1869346.187376803,44083,49739,33.4,967,,,
060730158022,158022,6342165.13278692,1868443.2372863346,69365,89403,30.1,1301,,,
060730158023,158023,6343476.253275284,1868028.289389299,61114,71477,28.8,1199,,,
060730158024,158024,6344805.565401185,1868018.6035249855,73740,87010,28.3,1580,,,
060730159011,159011,6341157.258248821,1868428.6570877647,40170,53375,40.3,2113,,,
060730159012,159012,6340115.329412708,1867840.754939964,65075,79412,31.7,1537,,,
060730159021,159021,6338764.955959599,1865796.5245273681,70337,81620,31.8,756,,,
060730159022,159022,6341754.8781845765,1866462.7189545857,48840,63718,36.5,1435,,,
060730159023,159023,6340099.7908210205,1865813.2931336928,106300,138038,33.6,794,,,
060730159024,159024,6341747.532070266,1865139.7571087612,54372,66655,36.2,2088,,,
060730160001,160001,6338852.67761991,1868230.5644345894,56224,69058,38.8,968,,,
060730160002,160002,6336317.79037478,1867152.3650202346,118030,149650,32.3,1717,,,
060730161001,161001,6336682.68857905,1871511.6955200837,102523,129217,30.3,2713,,,
060730161002,161002,6334362.766825356,1871937.1861189783,125093,160142,29.5,1554,,,
060730161003,161003,6330986.79283341,1871305.1090698456,82935,114574,33.1,1650,,,
060730162011,162011,6335732.059865091,1875546.1409367304,88725,121435,34.5,1981,,,
060730162012,162012,6334635.746554659,1879009.955195114,105743,143790,33.6,1799,,,
060730162013,162013,6331788.073854859,1875071.727714021,150874,203748,24.4,2224,,,
060730162021,162021,6340053.070693602,1878009.7473306183,55224,69425,36.3,1084,,,
060730162022,162022,6340387.63221661,1871290.8867369564,78778,94368,34.0,2687,,,
060730163011,163011,6344555.703718045,1873553.879604714,53971,68506,38.4,2573,,,
060730163012,163012,6343416.093460437,1872011.1945464157,42521,62696,49.4,1665,,,
060730163013,163013,6345172.286450863,1871844.4014491774,53019,84682,46.1,1520,,,
060730163021,163021,6349595.134395176,1873536.1528101824,81014,107992,37.4,1415,,,
060730163022,163022,6348612.787264254,1872172.6068810415,59569,96482,43.7,2230,,,
060730163023,163023,6347256.445921784,1873548.9192030153,40638,55505,45.2,2142,,,
060730164011,164011,6355578.387431174,1877474.708897262,127447,133640,23.4,808,,,
060730164012,164012,6353637.740226711,1875328.2836433717,90591,110026,31.5,2288,,,
060730164013,164013,6352897.588348756,1877644.984339934,109616,153480,32.1,2150,,,
060730164031,164031,6360319.363721348,1875331.8798913078,133658,182992,31.9,2279,,,
060730164032,164032,6355261.22742799,1872611.4845960073,60832,74059,23.8,831,,,
060730164033,164033,6352308.016957743,1872153.6963265322,54230,71292,35.3,1587,,,
060730164041,164041,6354517.987727633,1873689.692080829,21567,37826,51.4,1352,,,
060730164042,164042,6352314.076476435,1873523.7022838017,60141,66861,31.0,1807,,,
060730165021,165021,6349618.683424419,1877850.0817855727,178983,204381,22.6,1138,,,
060730165022,165022,6349609.599755281,1875393.9340093108,39762,58642,44.8,2330,,,
060730165023,165023,6347269.444780048,1875400.1461993738,56983,78158,38.3,1684,,,
060730165024,165024,6347430.206991268,1878057.1938844817,81962,96818,25.2,2088,,,
060730165031,165031,6344082.800347017,1879629.3936489974,75582,84579,37.7,1766,,,
060730165032,165032,6345755.307130139,1879625.2344780157,105634,115727,23.5,1326,,,
060730165041,165041,6345360.285926191,1877583.1126687445,44124,59534,38.0,3087,,,
060730165042,165042,6345633.290652761,1875733.603521747,72408,86741,39.8,771,,,
060730165043,165043,6343761.951516993,1877200.6372860784,62860,82354,31.1,904,,,
060730165044,165044,6343500.563416613,1875398.168920651,56598,93582,43.4,755,,,
060730165045,165045,6344855.183166424,1875213.464461324,56862,87851,38.7,1695,,,
060730166061,166061,6328216.304856862,1886214.78003844,132004,167287,28.5,1880,,,
060730166062,166062,6326064.160695444,1888219.5929150768,114679,135291,25.2,1655,,,
060730166071,166071,6342087.044646431,1893731.1026118686,134280,159064,24.7,1525,,,
060730166072,166072,6342077.328922109,1891764.8133221483,114545,131939,27.2,2190,,,
060730166073,166073,6344854.707198516,1892112.9183688383,123769,152026,26.1,1694,,,
060730166074,166074,6343030.868789494,1888588.9372634583,68809,97923,38.5,1600,,,
060730166081,166081,6343109.853724133,1896558.7170383846,121596,143427,27.0,2436,,,
060730166091,166091,6337906.920537391,1899592.8071384458,122362,164422,28.5,1951,,,
060730166092,166092,6338730.223645466,1895003.4954387816,113153,162620,29.4,1116,,,
060730166093,166093,6339525.906174465,1896932.9183002498,107009,123611,30.6,2314,,,
060730166101,166101,6339179.334909003,1892770.636312045,82543,105059,30.2,2356,,,
060730166102,166102,6336605.614436439,1893002.881545681,94812,119661,31.7,1926,,,
060730166131,166131,6331184.493527465,1889011.4792919713,103259,138903,29.0,711,,,
060730166132,166132,6329425.777795328,1888913.3493710745,108275,126415,27.8,1295,,,
060730166141,166141,6334437.208263012,1887642.6323160734,91536,111465,40.0,1808,,,
060730166142,166142,6334022.189442257,1890170.378825379,110351,115893,23.1,2260,,,
060730166151,166151,6337713.920996968,1891118.1026264285,121128,138547,23.6,1710,,,
060730166152,166152,6338624.724844563,1888215.0278973132,100807,111246,28.9,2897,,,
060730166161,166161,6333882.401460454,1884721.9920447667,63956,85973,37.1,1796,,,
060730166162,166162,6333172.7424384495,1882135.669812256,105446,123818,29.9,2653,,,
060730166171,166171,6341362.498120781,1884481.4042091358,56750,67314,33.6,1245,,,
060730166172,166172,6337829.402477572,1885017.2468844273,60604,84419,41.3,1684,,,
060730166173,166173,6337824.907382341,1883700.2370892675,69626,94092,37.6,535,,,
060730166181,166181,6321367.831920042,1884521.2451891468,94418,96290,25.5,2587,,,
