geoid,ctblockgroup,centroid_lon,centroid_lat,medhinc_cy,avghinc_cy,gini_fy,totpop_cy,n01_bus,s23_emp,n37_sales
060730097033,97033,6307498.873237794,1869076.7868179507,87533,106382,35.5,1517,89.0,99.0,2313.0
060730097041,97041,6309470.645338269,1873746.4872325137,105674,148816,30.9,1404,15.0,20.0,347.0
060730097042,97042,6311887.596356708,1876486.3361822795,107682,139801,29.7,1021,26.0,44.0,113.0
060730097043,97043,6313179.815955192,1875468.906307371,146449,179174,23.4,1410,26.0,29.0,0.0
060730097044,97044,6312720.237518886,1872720.854356159,157094,195392,24.1,718,15.0,10.0,0.0
060730097045,97045,6315240.050125035,1873574.4611070245,113253,138329,26.8,1391,30.0,115.0,225.0
060730097051,97051,6310047.22081328,1868187.974876291,185992,238544,21.2,781,18.0,12.0,0.0
060730097052,97052,6308022.721633778,1866700.617511244,127907,173275,30.1,1661,18.0,45.0,0.0
060730097053,97053,6308836.651294218,1865171.5382984919,132564,185928,28.0,1284,28.0,427.0,0.0
060730097061,97061,6317258.775567394,1867223.6466219733,200001,267218,18.4,1169,30.0,30.0,0.0
060730097062,97062,6313075.53537599,1864872.8802593905,110278,164594,30.4,1266,40.0,62.0,2027.0
060730097063,97063,6317476.778105718,1871242.7509776386,98859,149676,34.4,1593,41.0,95.0,113.0
060730097064,97064,6316441.728861309,1870452.05974524,166753,220410,24.8,658,7.0,0.0,337.0
060730097065,97065,6314439.851312249,1870620.9632743418,200001,261750,16.9,1059,23.0,200.0,0.0
060730097066,97066,6312677.814661462,1869318.3338101376,131789,181178,30.1,830,9.0,6.0,337.0
060730097067,97067,6312545.730538532,1867720.740947423,181191,236417,20.8,892,9.0,25.0,0.0
060730098011,98011,6323985.688948198,1871564.561441169,150873,151091,22.9,1083,14.0,76.0,337.0
060730098012,98012,6321511.27147939,1869552.8243805228,200001,253859,18.7,1503,20.0,103.0,0.0
060730098013,98013,6321339.686203355,1871872.8906567805,97811,153194,37.2,1568,22.0,120.0,337.0
060730098014,98014,6318334.616234475,1872925.275927811,77657,74876,35.1,973,90.0,297.0,4051.0
060730098021,98021,6325036.836220074,1870318.5510572519,97906,132232,32.8,1304,27.0,121.0,0.0
060730098022,98022,6328312.639085998,1872127.8363585249,58502,76453,40.4,1395,16.0,22.0,0.0
060730098023,98023,6328407.54639653,1870887.230090789,92758,113714,27.5,1354,10.0,6.0,0.0
060730098024,98024,6327308.0891507035,1869398.5332074156,102521,130310,30.5,1886,24.0,95.0,0.0
060730098025,98025,6326649.3898972105,1872159.773639434,65537,80332,35.1,635,49.0,166.0,6777.0
060730098041,98041,6327759.959388872,1874141.4356297413,151414,186863,24.5,1821,56.0,270.0,4112.0
060730098042,98042,6324770.678419258,1873719.0334497862,100301,137018,33.2,879,10.0,12.0,0.0
060730098043,98043,6326247.342702237,1875764.9437197836,103548,128207,30.6,824,8.0,8.0,0.0
060730098044,98044,6327996.324822458,1876111.3038638367,123103,162471,25.1,1464,11.0,15.0,0.0
060730098051,98051,6324305.341202589,1875291.9652757067,81174,125957,37.4,1210,17.0,43.0,404.0
060730098052,98052,6321186.363838341,1878127.5454963194,108766,149165,33.7,658,7.0,16.0,0.0
060730098053,98053,6317260.869035614,1874765.525276983,157403,228612,23.2,1130,41.0,26.0,0.0
060730098054,98054,6315722.008892877,1877219.5477258274,108350,158728,29.7,1700,22.0,25.0,281.0
060730099011,99011,6255660.4061064245,1832340.9099029545,67802,87870,36.3,684,11.0,45.0,0.0
060730099021,99021,6266944.304672024,1839323.1016512774,0,0,0.0,14,101.0,409.0,7748.0
060730100011,100011,6313640.313936258,1793689.6615441744,90314,115366,31.0,1430,6.0,2.0,0.0
060730100012,100012,6313551.425186848,1794330.0765856376,95517,120354,32.1,2604,76.0,592.0,10420.0
060730100031,100031,6318246.51088398,1791259.0541984725,105611,127845,28.4,1563,7.0,12.0,0.0
060730100032,100032,6317154.88152451,1791453.072703364,49778,60467,34.4,1431,9.0,70.0,0.0
060730100033,100033,6315901.962938645,1790388.2362161928,102516,102366,23.1,1337,6.0,2.0,0.0
060730100034,100034,6315885.592692024,1792205.5953608148,86482,90361,27.8,1382,8.0,3.0,0.0
060730100041,100041,6316227.444007425,1788437.1402830384,81425,92486,34.6,2030,13.0,61.0,0.0
060730100042,100042,6312315.648394426,1788489.1722978908,105932,120759,30.2,2660,10.0,9.0,0.0
060730100051,100051,6316495.972174338,1786333.6760006156,106788,126311,28.5,2431,19.0,91.0,337.0
060730100052,100052,6316303.60561916,1784747.6475908882,61174,79454,39.4,1076,27.0,104.0,337.0
060730100053,100053,6314239.551718226,1786027.0048286777,17567,36775,54.2,2589,9.0,125.0,0.0
060730100054,100054,6312385.091181531,1786753.4323846404,17449,34432,56.0,1090,29.0,32.0,0.0
060730100091,100091,6314114.182828237,1781742.4921737474,49529,68486,37.5,2212,80.0,111.0,337.0
060730100092,100092,6314567.059077201,1779771.5127397908,131156,167062,24.8,2179,13.0,23.0,0.0
060730100093,100093,6318718.541744563,1778934.1986332259,35741,40969,47.5,832,217.0,139.0,17566.0
060730100094,100094,6312960.693876484,1779089.946492611,40853,50659,34.7,1432,29.0,88.0,2301.0
060730100101,100101,6311657.237840482,1790995.8007184605,52855,76170,43.0,1687,11.0,89.0,0.0
060730100102,100102,6310093.075405678,1791827.6205557392,46449,63773,41.6,2177,25.0,45.0,1655.0
060730100103,100103,6312478.083697066,1789861.6585781288,56277,70938,34.9,1558,29.0,30.0,563.0
060730100111,100111,6314303.223572559,1791097.5430667999,85150,107200,27.8,1455,16.0,84.0,562.0
060730100112,100112,6312937.413512594,1792308.6559484925,101104,122513,31.6,2089,18.0,23.0,1020.0
060730100121,100121,6312094.682657791,1785568.9026566462,77812,105201,36.8,2130,8.0,2.0,0.0
060730100122,100122,6312904.999421626,1783567.207525789,55320,59098,38.1,1234,52.0,85.0,3445.0
060730100123,100123,6312893.507481797,1784501.0602246942,56533,100402,43.0,1483,14.0,26.0,3256.0
060730100131,100131,6316333.538418684,1782884.7327470183,56728,64792,34.4,2127,43.0,84.0,562.0
060730100132,100132,6317329.304187283,1782140.0442827041,53437,59025,32.9,819,55.0,55.0,899.0
060730100133,100133,6314368.309153697,1783953.6325939682,68598,82992,35.8,1420,8.0,8.0,0.0
060730100134,100134,6315259.961292365,1782808.8870707804,58924,69807,35.8,1479,73.0,155.0,2807.0
060730100151,100151,6321249.530179079,1786517.6164486643,137703,176913,24.9,1931,14.0,119.0,0.0
060730100152,100152,6345718.403838202,1784259.2495481623,104365,117289,33.7,3560,1855.0,2685.0,32540.0
060730100161,100161,6343314.637506031,1791435.6937258744,0,0,0.0,4093,293.0,370.0,3593.0
060730100171,100171,6321614.595404373,1790534.8322588778,122960,157476,26.4,3603,20.0,32.0,0.0
060730100172,100172,6321525.00001181,1789068.750032134,92556,107662,28.2,3312,75.0,273.0,9026.0
060730100181,100181,6322160.060602844,1793898.7748962985,102378,111200,28.0,1977,14.0,15.0,0.0
060730100182,100182,6328919.392699477,1789003.0740359821,79969,97844,32.9,2177,164.0,266.0,1236.0
060730100183,100183,6324869.159906149,1791660.7674925162,110989,155653,28.3,2460,9.0,10.0,0.0
060730100191,100191,6322063.27588735,1794878.9003599947,92834,114328,25.4,1584,19.0,105.0,0.0
060730100192,100192,6326733.334580921,1793829.494949834,110329,130050,23.2,2491,17.0,220.0,225.0
060730101031,101031,6299136.865522248,1797781.3095541191,47575,69671,42.0,2046,195.0,202.0,6233.0
060730101032,101032,6301099.892241239,1792024.100373686,69114,89035,32.3,2107,101.0,121.0,5629.0
060730101033,101033,6299444.858510314,1791814.5923976526,44594,68623,41.4,2059,34.0,38.0,4669.0
060730101041,101041,6300685.517764456,1785906.1872865406,70692,100401,38.3,1416,12.0,16.0,0.0
060730101042,101042,6300718.218888417,1789265.361470629,93244,101696,31.4,2015,20.0,93.0,0.0
060730101061,101061,6308877.75772589,1789075.2140734454,66355,76474,34.4,2298,156.0,532.0,4998.0
060730101062,101062,6306626.104092025,1789488.3289976984,46001,59828,41.5,1503,20.0,10.0,169.0
060730101063,101063,6308793.950109621,1787404.6178298474,61103,68820,29.0,1358,11.0,6.0,337.0
060730101071,101071,6305897.361471335,1794057.1909183688,70752,95870,37.9,2721,64.0,183.0,3716.0
060730101072,101072,6307080.856869545,1792614.9732194974,119341,127975,25.3,1023,11.0,86.0,0.0
060730101073,101073,6306213.080018742,1791274.652062856,62517,88071,35.6,1699,12.0,38.0,0.0
060730101074,101074,6308188.638875447,1791317.2719460314,84350,91882,24.2,1235,21.0,35.0,0.0
060730101091,101091,6302122.68890195,1780388.6638205992,112460,124068,26.4,1799,21.0,20.0,0.0
060730101092,101092,6309081.085540802,1784887.7381363127,90104,123633,33.6,2726,9.0,10.0,0.0
060730101101,101101,6303190.654883982,1791741.4817038458,63460,72712,33.2,1741,33.0,172.0,4265.0
060730101102,101102,6304035.771197488,1789238.0920641017,70964,80194,33.8,1883,29.0,15.0,1237.0
060730101103,101103,6302701.143815448,1789402.5434015214,107239,113853,25.9,1387,8.0,75.0,0.0
060730101104,101104,6302680.014058934,1787910.7105944995,21022,52300,54.8,1540,3.0,0.0,0.0
060730101105,101105,6303365.32164396,1785836.7350297722,94784,102883,31.2,975,10.0,96.0,0.0
060730101111,101111,6310742.598509117,1786144.4473438736,67622,76820,30.9,1066,37.0,94.0,4493.0
060730101112,101112,6309565.272952794,1785948.93937841,47742,75608,43.9,2041,17.0,22.0,0.0
060730101121,101121,6306503.4298331635,1786674.2850607138,48893,63596,37.8,2429,10.0,16.0,0.0
060730101122,101122,6305173.179227733,1789531.8638066784,52600,58219,32.9,1581,8.0,21.0,0.0
060730101123,101123,6305634.678151105,1787807.5054014511,59936,89646,41.8,1079,8.0,115.0,0.0
060730102011,102011,6293505.247261752,1784773.5176401318,71871,98773,35.8,1146,34.0,571.0,1887.0
060730102012,102012,6293436.881464729,1789355.2354300572,91434,121351,27.2,720,12.0,63.0,0.0
060730102013,102013,6290275.035184378,1792505.4963090315,50000,113594,45.9,761,64.0,92.0,7470.0
060730102021,102021,6291381.878202994,1792712.7493611837,68324,104325,32.4,1116,17.0,31.0,1740.0
060730102022,102022,6291468.731305028,1791238.3059478207,84553,104734,29.0,1189,11.0,9.0,674.0
060730102023,102023,6293118.566898251,1792068.2399964123,121790,175988,35.0,1146,20.0,361.0,337.0
060250103001,103001,6294701.368402166,1789678.1110791513,83303,115037,36.1,1009,14.0,0.0,0.0
060730103001,103001,6294701.368402166,1789678.1110791513,99801,137490,26.0,820,14.0,0.0,0.0
060730103002,103002,6295757.435761444,1789150.5132436564,83867,97993,37.6,1684,18.0,86.0,337.0
060730103003,103003,6295980.070127669,1791702.8654428732,60883,71295,38.2,1171,6.0,0.0,0.0
060730103004,103004,6294769.0308908075,1791673.0244722539,27367,59874,54.5,919,13.0,124.0,0.0
060250104011,104011,6297594.755883101,1791678.0229784262,20015,27642,37.4,842,44.0,148.0,2371.0
060730104011,104011,6297594.755883101,1791678.0229784262,65802,83665,34.6,2400,44.0,148.0,2371.0
060730104021,104021,6298061.947531748,1789962.604330383,55098,68894,35.3,2245,37.0,22.0,2246.0
060250104021,104021,6298061.947531748,1789962.604330383,56522,64380,36.5,1116,37.0,22.0,2246.0
060730104022,104022,6297319.667194112,1788596.507510712,59068,80059,32.4,1105,7.0,3.0,0.0
060250104022,104022,6297319.667194112,1788596.507510712,43057,55802,41.6,1013,7.0,3.0,0.0
060730104023,104023,6298714.359341088,1788606.633768769,50698,66832,39.5,2420,9.0,5.0,0.0
060250104023,104023,6298714.359341088,1788606.633768769,43651,63845,36.2,2178,9.0,5.0,0.0
060730105011,105011,6292015.686027154,1793968.4570272572,94446,113069,30.8,1344,70.0,181.0,3596.0
060730105021,105021,6297194.175310139,1794181.6347383815,61222,76237,31.2,1605,36.0,100.0,1684.0
060730105022,105022,6296429.84863218,1793023.4055174405,43828,56490,43.2,950,104.0,168.0,10612.0
060730105023,105023,6295455.490230438,1793914.3184264284,56739,78891,40.0,1638,63.0,98.0,2953.0
060730105024,105024,6294707.725391055,1794931.2612166887,64202,99358,35.4,1464,11.0,42.0,458.0
060730106011,106011,6288799.851444525,1809552.7547894348,144531,209978,27.8,937,37.0,939.0,899.0
060730106012,106012,6291439.010415829,1804609.1736949703,180747,236727,22.6,1132,14.0,22.0,0.0
060730108001,108001,6275367.061716947,1832073.6636884531,111056,151154,31.3,1256,151.0,493.0,6793.0
060250108001,108001,6275367.061716947,1832073.6636884531,64466,119298,42.1,435,151.0,493.0,6793.0
060250108002,108002,6273968.5146985045,1832664.6886980268,81397,103977,36.6,827,20.0,42.0,0.0
060730108002,108002,6273968.5146985045,1832664.6886980268,157908,217395,29.0,1056,20.0,42.0,0.0
060250109001,109001,6278946.680243292,1830351.41673394,50665,87993,49.2,1670,22.0,87.0,337.0
060730109001,109001,6278946.680243292,1830351.41673394,152827,214995,25.1,715,22.0,87.0,337.0
060250109002,109002,6276795.469610823,1831336.459183774,68633,82858,36.8,1354,164.0,330.0,5626.0
060730109002,109002,6276795.469610823,1831336.459183774,134196,191394,30.5,874,164.0,330.0,5626.0
060730110001,110001,6279190.180847213,1833939.1734670678,101467,130483,31.3,1629,177.0,1168.0,21340.0
060730110002,110002,6277949.532225915,1832964.1333072584,128632,193639,30.4,1349,28.0,62.0,674.0
060730111001,111001,6276785.80979457,1834606.9493282659,94951,142037,36.8,1803,66.0,92.0,2658.0
060250111001,111001,6276785.80979457,1834606.9493282659,74571,105770,38.9,638,66.0,92.0,2658.0
060730111002,111002,6275715.316792764,1834768.4150523136,141819,198948,28.0,1243,21.0,81.0,0.0
060250111002,111002,6275715.316792764,1834768.4150523136,58377,98458,42.2,1067,21.0,81.0,0.0
060730111003,111003,6274869.926582361,1835198.43359486,163852,226987,20.0,628,9.0,20.0,0.0
060250111003,111003,6274869.926582361,1835198.43359486,38030,47033,39.4,1557,9.0,20.0,0.0
060730113001,113001,6267578.309411246,1835719.883963981,152866,165273,22.0,3981,22.0,52.0,5319.0
060730116011,116011,6302447.114607251,1823688.4528382297,42236,55244,41.8,1518,34.0,38.0,1496.0
060730116012,116012,6300368.468979767,1823574.0724750524,53672,62278,34.6,1693,25.0,164.0,955.0
060730116013,116013,6300704.996561306,1822661.8405452878,54105,61322,30.2,2449,19.0,37.0,1067.0
060730116021,116021,6301362.0217716945,1821695.2867195667,53820,71422,35.8,2183,50.0,236.0,1574.0
060730116022,116022,6301873.590824825,1819942.7780895352,51563,83087,41.8,1295,85.0,480.0,4099.0
060250117001,117001,6302167.482103928,1826725.7380408098,50830,62584,39.2,2325,219.0,302.0,28286.0
060730117001,117001,6302167.482103928,1826725.7380408098,47419,77006,44.2,2900,219.0,302.0,28286.0
060730117002,117002,6301407.614259693,1824742.2577603809,76232,107203,43.5,1825,67.0,333.0,4212.0
060250117002,117002,6301407.614259693,1824742.2577603809,107581,142604,27.6,1041,67.0,333.0,4212.0
060250117003,117003,6299885.739162003,1825540.5953873608,78342,120022,38.4,1502,84.0,257.0,1869.0
060730117003,117003,6299885.739162003,1825540.5953873608,14826,30962,51.9,1468,84.0,257.0,1869.0
060730117004,117004,6299178.671071696,1826611.252380078,61723,69132,30.8,1752,78.0,237.0,3932.0
060250118011,118011,6299038.327852219,1827798.6414190545,101919,104076,25.8,1663,82.0,122.0,3442.0
060730118011,118011,6299038.327852219,1827798.6414190545,43523,55402,39.6,1982,82.0,122.0,3442.0
060730118012,118012,6298734.429510959,1828743.6179447363,72127,90895,36.1,917,19.0,10.0,618.0
060250118012,118012,6298734.429510959,1828743.6179447363,124849,166151,25.0,2295,19.0,10.0,618.0
060730118013,118013,6298526.772153693,1829369.1244554205,45882,91419,47.1,917,12.0,15.0,337.0
060250118021,118021,6301560.813705418,1828616.3513417805,38965,50656,42.1,1625,51.0,66.0,1011.0
060730118021,118021,6301560.813705418,1828616.3513417805,57438,74211,37.9,2028,51.0,66.0,1011.0
060250118022,118022,6301378.241683958,1829914.951837763,87880,99655,27.0,1818,31.0,81.0,674.0
060730118022,118022,6301378.241683958,1829914.951837763,53734,66804,30.6,2289,31.0,81.0,674.0
060730118023,118023,6300061.599419285,1831141.101458131,49184,70583,42.0,1076,2.0,0.0,0.0
060250118023,118023,6300061.599419285,1831141.101458131,75751,123544,36.0,1674,2.0,0.0,0.0
060730118024,118024,6300982.8587732315,1830859.5194888636,66640,101354,35.3,1051,13.0,20.0,675.0
060730119021,119021,6308812.599455255,1830994.6206931805,95582,110673,26.3,1480,17.0,72.0,0.0
060250119021,119021,6308812.599455255,1830994.6206931805,40240,55644,43.7,1900,17.0,72.0,0.0
060250119022,119022,6306281.035508216,1830976.6973948514,57140,77349,33.7,2018,46.0,1625.0,0.0
060730119022,119022,6306281.035508216,1830976.6973948514,63099,95948,41.9,2050,46.0,1625.0,0.0
060730119023,119023,6303540.756782319,1831218.6341988915,64892,122621,43.4,874,30.0,227.0,1349.0
060730119024,119024,6304963.212137959,1832441.1997117463,111362,148089,28.2,1258,11.0,3.0,0.0
060730120021,120021,6305163.909557508,1828269.7778258044,70760,105929,37.2,907,45.0,170.0,3558.0
060730120022,120022,6307383.860288232,1829242.053159536,22863,41548,47.6,2534,63.0,125.0,3370.0
060730120031,120031,6309659.931427389,1829799.27448221,99692,129553,31.8,1170,32.0,58.0,2372.0
060250120031,120031,6309659.931427389,1829799.27448221,98670,121214,33.9,1998,32.0,58.0,2372.0
060250120032,120032,6306827.1498086285,1827169.0824247897,57593,80925,41.5,1755,66.0,140.0,11705.0
060730120032,120032,6306827.1498086285,1827169.0824247897,74832,98661,37.5,2241,66.0,140.0,11705.0
060250121011,121011,6303807.005327684,1822811.816898241,41785,60696,39.2,1875,44.0,94.0,4771.0
060730121011,121011,6303807.005327684,1822811.816898241,79838,105374,38.5,2130,44.0,94.0,4771.0
060730121021,121021,6305591.1607166715,1824077.1881580164,68021,80844,32.9,1561,17.0,230.0,0.0
060250121021,121021,6305591.1607166715,1824077.1881580164,17652,38619,55.2,1045,17.0,230.0,0.0
060730121022,121022,6308117.840428803,1825526.5755397775,53228,85338,45.7,1548,14.0,187.0,0.0
060250121022,121022,6308117.840428803,1825526.5755397775,64845,137321,43.5,1405,14.0,187.0,0.0
060730122001,122001,6306896.58164848,1821873.5513445728,75165,95770,35.1,942,102.0,249.0,11343.0
060730122002,122002,6308876.856950836,1822587.205393806,55599,95942,44.5,2847,36.0,64.0,402.0
060730123021,123021,6306041.618640335,1813939.8221116208,32246,55124,50.4,1965,416.0,912.0,15745.0
060250123021,123021,6306041.618640335,1813939.8221116208,24133,31638,38.2,1105,416.0,912.0,15745.0
060730123031,123031,6307991.796212042,1817972.5485452032,90534,112711,31.6,2376,32.0,155.0,1348.0
060730123032,123032,6305879.021447659,1816924.0573458008,45849,78999,45.3,1308,54.0,279.0,0.0
060730123041,123041,6307133.804774749,1814436.3016929834,67343,74933,36.9,981,26.0,80.0,337.0
060730123042,123042,6309518.265931349,1815185.7884418664,112325,151620,31.1,3058,36.0,87.0,4826.0
060730124011,124011,6303477.2342112595,1818782.5807745275,75554,89475,40.0,1100,116.0,301.0,3986.0
060730124012,124012,6303151.864969548,1816594.860215909,70464,86377,31.9,2570,56.0,116.0,4771.0
060730124021,124021,6304985.015112026,1815362.3152910776,53368,70940,39.6,1660,49.0,145.0,0.0
060730124022,124022,6303897.841622316,1814782.4702445066,75383,92295,32.4,1588,46.0,54.0,0.0
060730124023,124023,6302633.37300045,1814376.7334485692,53412,63354,33.5,2596,66.0,141.0,1125.0
060730125011,125011,6301713.559818983,1811991.8779402005,32335,45075,42.2,1850,31.0,147.0,506.0
060730125012,125012,6302119.928006856,1810732.3266023907,52684,60893,35.6,2582,54.0,72.0,5341.0
